"","Quarter","Region","State","Purpose","Trips"
"14870",16526,"Macedon","Victoria","Holiday",18.9954772
"14871",16617,"Macedon","Victoria","Holiday",8.953948
"14872",16709,"Macedon","Victoria","Holiday",24.056124
"14873",16801,"Macedon","Victoria","Holiday",11.6504775
"14874",16892,"Macedon","Victoria","Holiday",37.7905639
"14875",16983,"Macedon","Victoria","Holiday",30.3136062
"14876",17075,"Macedon","Victoria","Holiday",22.3094032
"14877",17167,"Macedon","Victoria","Holiday",14.482826
"14878",17257,"Macedon","Victoria","Holiday",17.3165068
"14879",17348,"Macedon","Victoria","Holiday",8.9590554
"14880",17440,"Macedon","Victoria","Holiday",32.0943308
"14881",10227,"Macedon","Victoria","Other",2.3867736
"14882",10317,"Macedon","Victoria","Other",0
"14883",10408,"Macedon","Victoria","Other",0
"14884",10500,"Macedon","Victoria","Other",0
"14885",10592,"Macedon","Victoria","Other",0
"14886",10682,"Macedon","Victoria","Other",6.8492698
"14887",10773,"Macedon","Victoria","Other",0
"14888",10865,"Macedon","Victoria","Other",0
"14889",10957,"Macedon","Victoria","Other",3.2886934
"14890",11048,"Macedon","Victoria","Other",0
"14891",11139,"Macedon","Victoria","Other",0
"14892",11231,"Macedon","Victoria","Other",0
"14893",11323,"Macedon","Victoria","Other",0
"14894",11413,"Macedon","Victoria","Other",0
"14895",11504,"Macedon","Victoria","Other",0
"14896",11596,"Macedon","Victoria","Other",0
"14897",11688,"Macedon","Victoria","Other",15.7404811
"14898",11778,"Macedon","Victoria","Other",0
"14899",11869,"Macedon","Victoria","Other",0
"14900",11961,"Macedon","Victoria","Other",0
"14901",12053,"Macedon","Victoria","Other",3.0686965
"14902",12143,"Macedon","Victoria","Other",0
"14903",12234,"Macedon","Victoria","Other",0
"14904",12326,"Macedon","Victoria","Other",0
"14905",12418,"Macedon","Victoria","Other",3.7748035
"14906",12509,"Macedon","Victoria","Other",2.3017742
"14907",12600,"Macedon","Victoria","Other",4.2860316
"14908",12692,"Macedon","Victoria","Other",8.0140546
"14909",12784,"Macedon","Victoria","Other",0
"14910",12874,"Macedon","Victoria","Other",0
"14911",12965,"Macedon","Victoria","Other",0
"14912",13057,"Macedon","Victoria","Other",2.9204576
"14913",13149,"Macedon","Victoria","Other",0.616379
"14914",13239,"Macedon","Victoria","Other",0.795094
"14915",13330,"Macedon","Victoria","Other",0
"14916",13422,"Macedon","Victoria","Other",0.94855
"14917",13514,"Macedon","Victoria","Other",0
"14918",13604,"Macedon","Victoria","Other",0
"14919",13695,"Macedon","Victoria","Other",3.1112593
"14920",13787,"Macedon","Victoria","Other",5.1548624
"14921",13879,"Macedon","Victoria","Other",0
"14922",13970,"Macedon","Victoria","Other",0
"14923",14061,"Macedon","Victoria","Other",0
"14924",14153,"Macedon","Victoria","Other",4.2941917
"14925",14245,"Macedon","Victoria","Other",6.8566108
"14926",14335,"Macedon","Victoria","Other",0
"14927",14426,"Macedon","Victoria","Other",0
"14928",14518,"Macedon","Victoria","Other",0
"14929",14610,"Macedon","Victoria","Other",0
"14930",14700,"Macedon","Victoria","Other",6.2150514
"14931",14791,"Macedon","Victoria","Other",3.6568349
"14932",14883,"Macedon","Victoria","Other",4.3970961
"14933",14975,"Macedon","Victoria","Other",0
"14934",15065,"Macedon","Victoria","Other",3.6159422
"14935",15156,"Macedon","Victoria","Other",0
"14936",15248,"Macedon","Victoria","Other",2.8299994
"14937",15340,"Macedon","Victoria","Other",0
"14938",15431,"Macedon","Victoria","Other",0
"14939",15522,"Macedon","Victoria","Other",0
"14940",15614,"Macedon","Victoria","Other",0
"14941",15706,"Macedon","Victoria","Other",0
"14942",15796,"Macedon","Victoria","Other",0
"14943",15887,"Macedon","Victoria","Other",0.7448613
"14944",15979,"Macedon","Victoria","Other",0
"14945",16071,"Macedon","Victoria","Other",0.9994745
"14946",16161,"Macedon","Victoria","Other",5.3513095
"14947",16252,"Macedon","Victoria","Other",0
"14948",16344,"Macedon","Victoria","Other",2.5773073
"14949",16436,"Macedon","Victoria","Other",4.9056582
"14950",16526,"Macedon","Victoria","Other",0
"14951",16617,"Macedon","Victoria","Other",0.9000709
"14952",16709,"Macedon","Victoria","Other",0
"14953",16801,"Macedon","Victoria","Other",4.89316
"14954",16892,"Macedon","Victoria","Other",0
"14955",16983,"Macedon","Victoria","Other",2.8247354
"14956",17075,"Macedon","Victoria","Other",0
"14957",17167,"Macedon","Victoria","Other",5.4600033
"14958",17257,"Macedon","Victoria","Other",1.6294389
"14959",17348,"Macedon","Victoria","Other",8.5957485
"14960",17440,"Macedon","Victoria","Other",0.8832054
"14961",10227,"Macedon","Victoria","Visiting",11.9407155
"14962",10317,"Macedon","Victoria","Visiting",15.2581896
"14963",10408,"Macedon","Victoria","Visiting",21.6067482
"14964",10500,"Macedon","Victoria","Visiting",26.2035929
"14965",10592,"Macedon","Victoria","Visiting",34.6222642
"14966",10682,"Macedon","Victoria","Visiting",18.4876506
"14967",10773,"Macedon","Victoria","Visiting",59.7870625
"14968",10865,"Macedon","Victoria","Visiting",18.8857725
"14969",10957,"Macedon","Victoria","Visiting",29.4167168
"14970",11048,"Macedon","Victoria","Visiting",15.6794577
"14971",11139,"Macedon","Victoria","Visiting",36.7473816
"14972",11231,"Macedon","Victoria","Visiting",24.367578
"14973",11323,"Macedon","Victoria","Visiting",24.4938504
"14974",11413,"Macedon","Victoria","Visiting",23.3293372
"14975",11504,"Macedon","Victoria","Visiting",24.5845976
"14976",11596,"Macedon","Victoria","Visiting",22.2199073
"14977",11688,"Macedon","Victoria","Visiting",35.3897487
"14978",11778,"Macedon","Victoria","Visiting",12.3598341
"14979",11869,"Macedon","Victoria","Visiting",42.4602173
"14980",11961,"Macedon","Victoria","Visiting",38.6694478
"14981",12053,"Macedon","Victoria","Visiting",40.8061034
"14982",12143,"Macedon","Victoria","Visiting",23.4641886
"14983",12234,"Macedon","Victoria","Visiting",30.1648275
"14984",12326,"Macedon","Victoria","Visiting",14.5891376
"14985",12418,"Macedon","Victoria","Visiting",54.4404587
"14986",12509,"Macedon","Victoria","Visiting",10.2998103
"14987",12600,"Macedon","Victoria","Visiting",16.5544695
"14988",12692,"Macedon","Victoria","Visiting",23.8863875
"14989",12784,"Macedon","Victoria","Visiting",31.2092955
"14990",12874,"Macedon","Victoria","Visiting",13.0878137
"14991",12965,"Macedon","Victoria","Visiting",6.2938486
"14992",13057,"Macedon","Victoria","Visiting",17.6523474
"14993",13149,"Macedon","Victoria","Visiting",24.353467
"14994",13239,"Macedon","Victoria","Visiting",24.833059
"14995",13330,"Macedon","Victoria","Visiting",22.234594
"14996",13422,"Macedon","Victoria","Visiting",36.802678
"14997",13514,"Macedon","Victoria","Visiting",38.41711
"14998",13604,"Macedon","Victoria","Visiting",35.4015396
"14999",13695,"Macedon","Victoria","Visiting",9.7461489
"15000",13787,"Macedon","Victoria","Visiting",19.1807677
"15001",13879,"Macedon","Victoria","Visiting",34.8752508
"15002",13970,"Macedon","Victoria","Visiting",26.0145703
"15003",14061,"Macedon","Victoria","Visiting",31.7809368
"15004",14153,"Macedon","Victoria","Visiting",22.2425163
"15005",14245,"Macedon","Victoria","Visiting",20.6962459
"15006",14335,"Macedon","Victoria","Visiting",19.2893786
"15007",14426,"Macedon","Victoria","Visiting",20.0002553
"15008",14518,"Macedon","Victoria","Visiting",20.8541915
"15009",14610,"Macedon","Victoria","Visiting",11.4219875
"15010",14700,"Macedon","Victoria","Visiting",1.2522378
"15011",14791,"Macedon","Victoria","Visiting",18.6212391
"15012",14883,"Macedon","Victoria","Visiting",43.6933806
"15013",14975,"Macedon","Victoria","Visiting",14.9227912
"15014",15065,"Macedon","Victoria","Visiting",24.5091833
"15015",15156,"Macedon","Victoria","Visiting",10.2125772
"15016",15248,"Macedon","Victoria","Visiting",39.8206079
"15017",15340,"Macedon","Victoria","Visiting",34.929703
"15018",15431,"Macedon","Victoria","Visiting",22.9067291
"15019",15522,"Macedon","Victoria","Visiting",15.8415304
"15020",15614,"Macedon","Victoria","Visiting",31.310479
"15021",15706,"Macedon","Victoria","Visiting",26.2830189
"15022",15796,"Macedon","Victoria","Visiting",17.3224285
"15023",15887,"Macedon","Victoria","Visiting",37.1142254
"15024",15979,"Macedon","Victoria","Visiting",49.5578486
"15025",16071,"Macedon","Victoria","Visiting",40.4640398
"15026",16161,"Macedon","Victoria","Visiting",43.6585599
"15027",16252,"Macedon","Victoria","Visiting",18.1076395
"15028",16344,"Macedon","Victoria","Visiting",35.9557873
"15029",16436,"Macedon","Victoria","Visiting",49.7760719
"15030",16526,"Macedon","Victoria","Visiting",37.7046082
"15031",16617,"Macedon","Victoria","Visiting",21.1093633
"15032",16709,"Macedon","Victoria","Visiting",27.4126109
"15033",16801,"Macedon","Victoria","Visiting",38.9513208
"15034",16892,"Macedon","Victoria","Visiting",43.4169247
"15035",16983,"Macedon","Victoria","Visiting",43.7198056
"15036",17075,"Macedon","Victoria","Visiting",37.8224062
"15037",17167,"Macedon","Victoria","Visiting",46.863526
"15038",17257,"Macedon","Victoria","Visiting",34.2887529
"15039",17348,"Macedon","Victoria","Visiting",31.8232983
"15040",17440,"Macedon","Victoria","Visiting",31.1315489
"15041",10227,"Mackay","Queensland","Business",31.2518621
"15042",10317,"Mackay","Queensland","Business",30.1383171
"15043",10408,"Mackay","Queensland","Business",62.9328771
"15044",10500,"Mackay","Queensland","Business",35.4940138
"15045",10592,"Mackay","Queensland","Business",37.9832784
"15046",10682,"Mackay","Queensland","Business",68.6013574
"15047",10773,"Mackay","Queensland","Business",47.2289671
"15048",10865,"Mackay","Queensland","Business",21.6460304
"15049",10957,"Mackay","Queensland","Business",56.0942491
"15050",11048,"Mackay","Queensland","Business",13.4056838
"15051",11139,"Mackay","Queensland","Business",51.059781
"15052",11231,"Mackay","Queensland","Business",18.5966626
"15053",11323,"Mackay","Queensland","Business",39.3285923
"15054",11413,"Mackay","Queensland","Business",61.9649154
"15055",11504,"Mackay","Queensland","Business",42.0333752
"15056",11596,"Mackay","Queensland","Business",35.2829379
"15057",11688,"Mackay","Queensland","Business",57.140051
"15058",11778,"Mackay","Queensland","Business",47.5516527
"15059",11869,"Mackay","Queensland","Business",57.3709101
"15060",11961,"Mackay","Queensland","Business",54.1352843
"15061",12053,"Mackay","Queensland","Business",25.2439544
"15062",12143,"Mackay","Queensland","Business",29.0488752
"15063",12234,"Mackay","Queensland","Business",17.6662291
"15064",12326,"Mackay","Queensland","Business",41.4105758
"15065",12418,"Mackay","Queensland","Business",20.747497
"15066",12509,"Mackay","Queensland","Business",41.352698
"15067",12600,"Mackay","Queensland","Business",70.2914638
"15068",12692,"Mackay","Queensland","Business",28.3447713
"15069",12784,"Mackay","Queensland","Business",20.5383256
"15070",12874,"Mackay","Queensland","Business",57.1419526
"15071",12965,"Mackay","Queensland","Business",72.4592729
"15072",13057,"Mackay","Queensland","Business",77.015959
"15073",13149,"Mackay","Queensland","Business",46.543526
"15074",13239,"Mackay","Queensland","Business",42.100463
"15075",13330,"Mackay","Queensland","Business",37.960878
"15076",13422,"Mackay","Queensland","Business",70.21149
"15077",13514,"Mackay","Queensland","Business",51.1616534
"15078",13604,"Mackay","Queensland","Business",83.33497
"15079",13695,"Mackay","Queensland","Business",95.6317034
"15080",13787,"Mackay","Queensland","Business",35.1187197
"15081",13879,"Mackay","Queensland","Business",32.6108383
"15082",13970,"Mackay","Queensland","Business",46.9391362
"15083",14061,"Mackay","Queensland","Business",44.9674275
"15084",14153,"Mackay","Queensland","Business",44.1362324
"15085",14245,"Mackay","Queensland","Business",54.0795325
"15086",14335,"Mackay","Queensland","Business",56.5052091
"15087",14426,"Mackay","Queensland","Business",16.2989915
"15088",14518,"Mackay","Queensland","Business",80.7451965
"15089",14610,"Mackay","Queensland","Business",116.6958799
"15090",14700,"Mackay","Queensland","Business",32.2884966
"15091",14791,"Mackay","Queensland","Business",74.009346
"15092",14883,"Mackay","Queensland","Business",69.7424329
"15093",14975,"Mackay","Queensland","Business",26.6725584
"15094",15065,"Mackay","Queensland","Business",43.6596683
"15095",15156,"Mackay","Queensland","Business",73.7773408
"15096",15248,"Mackay","Queensland","Business",50.8412219
"15097",15340,"Mackay","Queensland","Business",49.1954565
"15098",15431,"Mackay","Queensland","Business",57.3825951
"15099",15522,"Mackay","Queensland","Business",42.4673792
"15100",15614,"Mackay","Queensland","Business",127.1078383
"15101",15706,"Mackay","Queensland","Business",63.4326607
"15102",15796,"Mackay","Queensland","Business",76.7339523
"15103",15887,"Mackay","Queensland","Business",76.2277865
"15104",15979,"Mackay","Queensland","Business",63.1819305
"15105",16071,"Mackay","Queensland","Business",64.2673107
"15106",16161,"Mackay","Queensland","Business",99.257857
"15107",16252,"Mackay","Queensland","Business",84.8856441
"15108",16344,"Mackay","Queensland","Business",115.8811133
"15109",16436,"Mackay","Queensland","Business",98.815395
"15110",16526,"Mackay","Queensland","Business",132.5389767
"15111",16617,"Mackay","Queensland","Business",83.4253168
"15112",16709,"Mackay","Queensland","Business",75.7495725
"15113",16801,"Mackay","Queensland","Business",98.8580472
"15114",16892,"Mackay","Queensland","Business",101.8347645
"15115",16983,"Mackay","Queensland","Business",91.5108401
"15116",17075,"Mackay","Queensland","Business",128.858649
"15117",17167,"Mackay","Queensland","Business",100.1370393
"15118",17257,"Mackay","Queensland","Business",124.5314617
"15119",17348,"Mackay","Queensland","Business",127.0718277
"15120",17440,"Mackay","Queensland","Business",75.4439906
"15121",10227,"Mackay","Queensland","Holiday",56.9825955
"15122",10317,"Mackay","Queensland","Holiday",44.2801503
"15123",10408,"Mackay","Queensland","Holiday",48.4801599
"15124",10500,"Mackay","Queensland","Holiday",68.9390059
"15125",10592,"Mackay","Queensland","Holiday",42.0193319
"15126",10682,"Mackay","Queensland","Holiday",71.2948359
"15127",10773,"Mackay","Queensland","Holiday",98.413537
"15128",10865,"Mackay","Queensland","Holiday",37.2260106
"15129",10957,"Mackay","Queensland","Holiday",33.9087519
"15130",11048,"Mackay","Queensland","Holiday",50.8798401
"15131",11139,"Mackay","Queensland","Holiday",45.8386658
"15132",11231,"Mackay","Queensland","Holiday",46.2587669
"15133",11323,"Mackay","Queensland","Holiday",25.0785871
"15134",11413,"Mackay","Queensland","Holiday",67.054047
"15135",11504,"Mackay","Queensland","Holiday",126.2044172
"15136",11596,"Mackay","Queensland","Holiday",43.9326657
"15137",11688,"Mackay","Queensland","Holiday",33.0346937
"15138",11778,"Mackay","Queensland","Holiday",54.3757358
"15139",11869,"Mackay","Queensland","Holiday",53.4164325
"15140",11961,"Mackay","Queensland","Holiday",39.3171257
"15141",12053,"Mackay","Queensland","Holiday",14.2917369
"15142",12143,"Mackay","Queensland","Holiday",60.6676492
"15143",12234,"Mackay","Queensland","Holiday",47.1023083
